4768320,2,11311,19840,1173,19930624,1URGENT,0,23,4047632,16834382,3,3926203,105590,0,19930807,SHIP,19930624,June 24 1993,Friday,June,1993,199306,Jun1993,6,24,175,6,26,Summer,0,1,0,1,11311,Customer#000011311,6IMK9EmUAxdM,PERU     7,PERU,AMERICA,27-577-427-7565,BUILDING,1173,Supplier#000001173,HGB3WZDszKmj,MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-409-365-6392,19840,wheat lemon,MFGR#5,MFGR#54,MFGR#5423,drab,MEDIUM PLATED STEEL,29,LG CAN
5051009,2,10381,97815,1748,19970309,4NOT SPECIFIED,0,25,4532025,14425645,9,4124142,108768,2,19970423,FOB,19970309,March 9 1997,Monday,March,1997,199703,Mar1997,2,9,68,3,10,Winter,0,1,0,1,10381,Customer#000010381,RLDSr5J,MOROCCO  6,MOROCCO,AFRICA,25-989-969-2819,FURNITURE,1748,Supplier#000001748,Lh4nEqHk,ROMANIA  7,ROMANIA,EUROPE,29-496-856-9633,97815,grey brown,MFGR#2,MFGR#24,MFGR#2424,powder,MEDIUM PLATED COPPER,27,SM JAR
4722722,2,15184,170669,581,19971102,4NOT SPECIFIED,0,7,1217762,8535342,6,1144696,104379,7,19980127,SHIP,19971102,November 2 1997,Monday,November,1997,199711,Nov1997,2,2,306,11,44,Christmas,0,1,0,1,15184,Customer#000015184,2H,xFuo5s5KXu9ib,UNITED KI5,UNITED KINGDOM,EUROPE,33-203-651-1792,581,Supplier#000000581,4rBdtnOdAu3vIbLh,CHINA    0,CHINA,ASIA,28-415-978-2518,170669,khaki burnished,MFGR#1,MFGR#11,MFGR#1122,drab,PROMO BURNISHED COPPER,33,WRAP DRUM
679879,3,10702,199382,1634,19930310,3MEDIUM,0,17,2518346,25578719,6,2367245,88882,5,19930523,RAIL,19930310,March 10 1993,Thursday,March,1993,199303,Mar1993,5,10,69,3,10,Winter,0,1,0,1,10702,Customer#000010702,KWOIlcw,VIETNAM  9,VIETNAM,ASIA,31-490-625-5402,AUTOMOBILE,1634,Supplier#000001634,XpWraZLo,IRAN     3,IRAN,MIDDLE EAST,20-186-980-9064,199382,medium pink,MFGR#4,MFGR#41,MFGR#414,red,SMALL POLISHED BRASS,45,LG PKG
911079,1,7249,8993,453,19940226,3MEDIUM,0,5,950995,31536748,4,912955,114119,4,19940509,FOB,19940226,February 26 1994,Sunday,February,1994,199402,Feb1994,1,26,57,2,9,Winter,0,1,0,0,7249,Customer#000007249,BfcxVdXk,JORDAN   3,JORDAN,MIDDLE EAST,23-152-372-9644,AUTOMOBILE,453,Supplier#000000453,QByRScu6Vj9ayUZQ5pURWhbH,VIETNAM  2,VIETNAM,ASIA,31-209-381-8571,8993,floral lemon,MFGR#1,MFGR#12,MFGR#124,chartreuse,LARGE BURNISHED BRASS,9,MED BOX
4045091,2,4543,8507,1016,19940421,2HIGH,0,40,5662000,20137729,2,5548760,84930,7,19940717,AIR,19940421,April 21 1994,Friday,April,1994,199404,Apr1994,6,21,111,4,16,Spring,0,1,0,1,4543,Customer#000004543,VJoy4Ea6dytunetWg1SC2b,FRANCE   7,FRANCE,EUROPE,16-439-480-5859,MACHINERY,1016,Supplier#000001016,J9Nbtdepv1iZ,VIETNAM  1,VIETNAM,ASIA,31-683-368-2994,8507,rose blue,MFGR#4,MFGR#45,MFGR#4524,indian,SMALL PLATED BRASS,24,MED CASE
1467271,2,9533,184932,1096,19950817,3MEDIUM,0,34,6857562,8589637,7,6377532,121015,3,19951003,SHIP,19950817,Augest 17 1995,Friday,Augest,1995,199508,Aug1995,6,17,229,8,33,Summer,0,1,0,1,9533,Customer#000009533,K0umkpwjzoBSvnvPv3,MOROCCO  6,MOROCCO,AFRICA,25-147-605-8388,HOUSEHOLD,1096,Supplier#000001096,eLWldU7PZ,INDONESIA3,INDONESIA,ASIA,19-368-827-9896,184932,floral blush,MFGR#1,MFGR#15,MFGR#1535,sandy,ECONOMY ANODIZED NICKEL,44,SM PKG
1888803,6,2248,18569,1446,19980715,4NOT SPECIFIED,0,8,1190048,23134466,4,1142446,89253,2,19980902,SHIP,19980715,July 15 1998,Thursday,July,1998,199807,Jul1998,5,15,196,7,29,Summer,0,1,0,1,2248,Customer#000002248,D16 690,ARGENTINA5,ARGENTINA,AMERICA,11-848-397-3335,HOUSEHOLD,1446,Supplier#000001446,GOJRjfd6Z9UQfi,CANADA   6,CANADA,AMERICA,13-873-120-5388,18569,slate goldenrod,MFGR#3,MFGR#34,MFGR#348,forest,PROMO BRUSHED BRASS,18,WRAP BAG
2229184,1,29704,78906,270,19950114,1URGENT,0,12,2261880,30737469,8,2080929,113094,8,19950407,AIR,19950114,January 14 1995,Sunday,January,1995,199501,Jan1995,1,14,14,1,3,Winter,0,1,0,0,29704,Customer#000029704,7pDJ9xksMPGl,UNITED ST0,UNITED STATES,AMERICA,34-138-705-5289,FURNITURE,270,Supplier#000000270,cerbUWEJpCN,UNITED KI4,UNITED KINGDOM,EUROPE,33-241-806-3530,78906,medium cornflower,MFGR#4,MFGR#41,MFGR#4131,firebrick,STANDARD POLISHED TIN,8,LG DRUM
5877442,5,18706,58552,341,19930328,3MEDIUM,0,39,5891145,18661609,9,5360941,90633,0,19930528,SHIP,19930328,March 28 1993,Monday,March,1993,199303,Mar1993,2,28,87,3,13,Winter,0,1,0,1,18706,Customer#000018706,4HukSf397zbwM,UNITED ST5,UNITED STATES,AMERICA,34-489-187-3986,BUILDING,341,Supplier#000000341,NPRtc9bxDs1rQvoxnb6jNY,KENYA    5,KENYA,AFRICA,24-870-813-8585,58552,sandy olive,MFGR#2,MFGR#23,MFGR#2310,rose,ECONOMY BURNISHED COPPER,37,JUMBO BAG
