5307874,1,15079,71763,1985,19980306,5LOW,0,21,3642996,19290859,5,3460846,104085,6,19980527,TRUCK,19980306,March 6 1998,Saturday,March,1998,199803,Mar1998,7,6,65,3,10,Winter,1,1,0,0,15079,Customer#000015079,kJf8YV6fp09Fu,VIETNAM  6,VIETNAM,ASIA,31-455-470-8866,FURNITURE,1985,Supplier#000001985,JdB3V9yuD65SnFK8,UNITED ST9,UNITED STATES,AMERICA,34-248-352-6397,71763,cornflower deep,MFGR#3,MFGR#35,MFGR#351,green,PROMO PLATED BRASS,22,SM DRUM
5685442,3,18487,58198,736,19931230,1URGENT,0,30,3468570,15398379,6,3260455,69371,5,19940307,MAIL,19931230,December 30 1993,Friday,December,1993,199312,Dec1993,6,30,364,12,53,Christmas,0,1,0,1,18487,Customer#000018487,up769fGO0Ao,x2SyDbHUoN,FRANCE   6,FRANCE,EUROPE,16-391-404-5759,736,Supplier#000000736,GUIYDfv5xCxLgDx6KQ8khY,CANADA   7,CANADA,AMERICA,13-617-726-2039,58198,black lavender,MFGR#4,MFGR#44,MFGR#4434,chocolate,PROMO ANODIZED NICKEL,25,SM CASE
5789575,7,5966,14783,1316,19921007,5LOW,0,50,8488900,33028198,10,7640010,101866,2,19921108,REG AIR,19921007,Octorber 7 1992,Thursday,Octorber,1992,199210,Oct1992,5,7,281,10,41,Fall,0,1,0,1,5966,Customer#000005966,7Brh68,IRAQ     8,IRAQ,MIDDLE EAST,21-727-758-1291,FURNITURE,1316,Supplier#000001316,Rae0CWV,INDONESIA7,INDONESIA,ASIA,19-642-801-1329,14783,linen beige,MFGR#1,MFGR#13,MFGR#1332,deep,SMALL BURNISHED NICKEL,43,MED JAR
4262848,2,27164,126937,969,19940626,1URGENT,0,32,6284576,30112564,5,5970347,117835,5,19940918,REG AIR,19940626,June 26 1994,Monday,June,1994,199406,Jun1994,2,26,177,6,26,Summer,0,1,0,1,27164,Customer#000027164,vtS5gdsyCPS5u,ROMANIA  1,ROMANIA,EUROPE,29-319-454-6183,AUTOMOBILE,969,Supplier#000000969,zJ9N5vTwoQI5lzTLzgS5hu,VIETNAM  6,VIETNAM,ASIA,31-148-790-2039,126937,lace smoke,MFGR#2,MFGR#21,MFGR#2135,indian,LARGE PLATED BRASS,18,JUMBO PACK
3663649,2,10306,166094,1962,19950428,1URGENT,0,5,580045,8479324,0,580045,69605,4,19950721,TRUCK,19950428,April 28 1995,Saturday,April,1995,199504,Apr1995,7,28,118,4,17,Spring,1,1,0,0,10306,Customer#000010306,4UR9tz8,ROMANIA  1,ROMANIA,EUROPE,29-409-581-7725,BUILDING,1962,Supplier#000001962,71qNkVpe1auvdJUNE,RUSSIA   8,RUSSIA,EUROPE,32-913-275-9532,166094,indian white,MFGR#3,MFGR#33,MFGR#3331,cornsilk,ECONOMY ANODIZED COPPER,7,MED CAN
250566,1,13795,78021,1353,19971114,1URGENT,0,18,1798236,19620445,7,1672359,59941,1,19971226,TRUCK,19971114,November 14 1997,Saturday,November,1997,199711,Nov1997,7,14,318,11,46,Christmas,1,1,0,0,13795,Customer#000013795,TvM4ZNIIynMlijtZNi,EGYPT    7,EGYPT,MIDDLE EAST,14-365-913-2601,FURNITURE,1353,Supplier#000001353,WCXEPiBrKO7GzTHEqhwTdXJ,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-109-274-1421,78021,burnished cornflower,MFGR#4,MFGR#44,MFGR#4427,khaki,SMALL ANODIZED NICKEL,14,WRAP BOX
2298176,2,6229,140997,1534,19970604,5LOW,0,16,3260784,18916242,3,3162960,122279,4,19970804,REG AIR,19970604,June 4 1997,Thursday,June,1997,199706,Jun1997,5,4,155,6,23,Summer,0,1,0,1,6229,Customer#000006229,VHp9F7dzXa13a1z,PERU     2,PERU,AMERICA,27-268-700-2190,HOUSEHOLD,1534,Supplier#000001534,1 9d3b9haNVh3s,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-975-211-1327,140997,chocolate frosted,MFGR#5,MFGR#53,MFGR#5323,indian,STANDARD BURNISHED NICKEL,36,JUMBO JAR
325314,3,20560,117499,1610,19940626,5LOW,0,17,2578033,17062349,10,2320229,90989,3,19940901,MAIL,19940626,June 26 1994,Monday,June,1994,199406,Jun1994,2,26,177,6,26,Summer,0,1,0,1,20560,Customer#000020560,OKBdrVMiVh5,BRAZIL   7,BRAZIL,AMERICA,12-845-925-2208,FURNITURE,1610,Supplier#000001610,tKURr8AvQJYS,CHINA    7,CHINA,ASIA,28-219-755-5479,117499,indian goldenrod,MFGR#2,MFGR#21,MFGR#2140,black,LARGE BRUSHED STEEL,46,LG JAR
3995264,1,12091,131241,1996,19970125,4NOT SPECIFIED,0,2,254448,18125296,2,249359,76334,7,19970316,SHIP,19970125,January 25 1997,Sunday,January,1997,199701,Jan1997,1,25,25,1,4,Winter,0,1,0,0,12091,Customer#000012091,RWjnhQ8bP0hrY,KENYA    7,KENYA,AFRICA,24-965-472-4204,HOUSEHOLD,1996,Supplier#000001996,YPbOrwW1CuBiOGr,IRAN     6,IRAN,MIDDLE EAST,20-626-208-5273,131241,floral hot,MFGR#2,MFGR#22,MFGR#224,papaya,SMALL BURNISHED TIN,25,MED BAG
3553763,6,11908,116655,888,19920831,1URGENT,0,44,7355260,30010299,2,7208154,100299,5,19920930,FOB,19920831,Augest 31 1992,Tuesday,Augest,1992,199208,Aug1992,3,31,244,8,35,Summer,0,0,0,1,11908,Customer#000011908,hrfvfsL3clyP,UNITED KI9,UNITED KINGDOM,EUROPE,33-339-217-9612,AUTOMOBILE,888,Supplier#000000888,iq0LSEyUWvO1W3G,UNITED ST1,UNITED STATES,AMERICA,34-855-455-1154,116655,bisque khaki,MFGR#5,MFGR#53,MFGR#5333,rosy,SMALL BURNISHED BRASS,11,SM BOX
