3456518,5,12889,45700,854,19920608,1URGENT,0,21,3455970,25118251,5,3283171,98742,8,19920826,REG AIR,19920608,June 8 1992,Tuesday,June,1992,199206,Jun1992,3,8,160,6,23,Summer,0,1,0,1,12889,Customer#000012889,UZguck4PYv,MOROCCO  8,MOROCCO,AFRICA,25-625-530-9023,HOUSEHOLD,854,Supplier#000000854,DEeWnMWn4397g,MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-544-967-2382,45700,purple cornsilk,MFGR#5,MFGR#54,MFGR#5414,linen,MEDIUM ANODIZED STEEL,3,WRAP CASE
4543463,1,10438,81098,105,19970820,2HIGH,0,47,5071723,22671920,0,5071723,64745,3,19970925,FOB,19970820,Augest 20 1997,Thursday,Augest,1997,199708,Aug1997,5,20,232,8,34,Summer,0,1,1,1,10438,Customer#000010438,c9K7kUqoIWfE,CaXSAVc38,PERU     6,PERU,AMERICA,27-296-229-9838,105,Supplier#000000105,Ppr28u,EGYPT    3,EGYPT,MIDDLE EAST,14-793-553-6417,81098,drab firebrick,MFGR#3,MFGR#33,MFGR#3330,yellow,LARGE BURNISHED TIN,1,WRAP PKG
4212453,3,3133,121896,1318,19950606,4NOT SPECIFIED,0,21,4027569,30977434,9,3665087,115073,7,19950718,AIR,19950606,June 6 1995,Wednesday,June,1995,199506,Jun1995,4,6,157,6,23,Summer,0,1,0,1,3133,Customer#000003133,SDjKeLxfeEPoEfrTV,KENYA    6,KENYA,AFRICA,24-406-335-3393,FURNITURE,1318,Supplier#000001318,C625XlFpGdScW,VIETNAM  2,VIETNAM,ASIA,31-524-279-4270,121896,dark moccasin,MFGR#4,MFGR#43,MFGR#4323,plum,STANDARD BRUSHED NICKEL,30,SM JAR
5555552,3,26152,86673,394,19930531,2HIGH,0,27,4481109,29701105,2,4391486,99580,0,19930827,AIR,19930531,May 31 1993,Tuesday,May,1993,199305,May1993,3,31,151,5,22,Summer,0,0,0,1,26152,Customer#000026152,ArpqMWRqcbVmdxFTOYVROC3,VIETNAM  4,VIETNAM,ASIA,31-879-815-6006,BUILDING,394,Supplier#000000394,WEknXO0fMguOqtM,INDONESIA4,INDONESIA,ASIA,19-422-600-6936,86673,bisque frosted,MFGR#3,MFGR#33,MFGR#3320,chartreuse,PROMO ANODIZED NICKEL,19,LG CASE
2402144,6,29902,136835,822,19961007,4NOT SPECIFIED,0,18,3369294,24033851,3,3268215,112309,2,19970105,TRUCK,19961007,Octorber 7 1996,Tuesday,Octorber,1996,199610,Oct1996,3,7,281,10,41,Fall,0,1,0,1,29902,Customer#000029902,w2eUwiDQliUSCR ED9x4zOhE,CANADA   0,CANADA,AMERICA,13-124-478-4694,AUTOMOBILE,822,Supplier#000000822,0eh1InZPgDC,FRANCE   2,FRANCE,EUROPE,16-410-801-1644,136835,olive chiffon,MFGR#5,MFGR#53,MFGR#535,pale,MEDIUM ANODIZED NICKEL,49,SM BAG
4249221,2,10492,49911,70,19930106,4NOT SPECIFIED,0,47,8746277,16997691,0,8746277,111654,1,19930212,AIR,19930106,January 6 1993,Thursday,January,1993,199301,Jan1993,5,6,6,1,1,Winter,0,1,0,1,10492,Customer#000010492,fWPXhY4LJX4K,KENYA    2,KENYA,AFRICA,24-744-857-9609,FURNITURE,70,Supplier#000000070,jd4djZv0cc5KdnA0q9oO,FRANCE   3,FRANCE,EUROPE,16-828-107-2832,49911,moccasin orchid,MFGR#4,MFGR#45,MFGR#4534,powder,LARGE POLISHED COPPER,2,MED DRUM
1954374,3,1976,129064,1760,19920831,5LOW,0,21,2295426,14928250,0,2295426,65583,7,19921027,SHIP,19920831,Augest 31 1992,Tuesday,Augest,1992,199208,Aug1992,3,31,244,8,35,Summer,0,0,0,1,1976,Customer#000001976,fY447DXHM,eKBildMVV8xy,MOROCCO  1,MOROCCO,AFRICA,25-229-663-8753,1760,Supplier#000001760,iJDr8haizhnq6R8tzRdSg,RUSSIA   2,RUSSIA,EUROPE,32-539-811-6674,129064,lavender lime,MFGR#2,MFGR#22,MFGR#2216,firebrick,LARGE POLISHED BRASS,4,MED BOX
5501093,1,11356,84287,628,19980108,4NOT SPECIFIED,0,37,4703736,31350586,3,4562623,76276,6,19980324,MAIL,19980108,January 8 1998,Friday,January,1998,199801,Jan1998,6,8,8,1,2,Winter,0,1,0,1,11356,Customer#000011356,iUCN4OKOa,GERMANY  1,GERMANY,EUROPE,17-137-555-2420,HOUSEHOLD,628,Supplier#000000628,lGTVGdQYUPtlwsyEX K,ALGERIA  2,ALGERIA,AFRICA,10-367-742-4090,84287,dim chiffon,MFGR#3,MFGR#31,MFGR#3123,ghost,MEDIUM ANODIZED STEEL,39,LG BOX
5174817,5,12287,83772,847,19980423,4NOT SPECIFIED,0,38,6671926,23292304,6,6271610,105346,1,19980527,REG AIR,19980423,April 23 1998,Friday,April,1998,199804,Apr1998,6,23,113,4,17,Spring,0,1,0,1,12287,Customer#000012287,S9biuXbdKRaIYKB,EGYPT    4,EGYPT,MIDDLE EAST,14-277-102-5226,HOUSEHOLD,847,Supplier#000000847,weIMOJvX,MOROCCO  1,MOROCCO,AFRICA,25-645-447-3944,83772,light ivory,MFGR#2,MFGR#21,MFGR#2137,cornflower,LARGE PLATED TIN,9,SM PKG
113573,1,3488,2261,1858,19970324,2HIGH,0,42,4885692,8508327,2,4787978,69795,6,19970530,MAIL,19970324,March 24 1997,Tuesday,March,1997,199703,Mar1997,3,24,83,3,12,Winter,0,1,0,1,3488,Customer#000003488,dDTxofw6u,ALGERIA  4,ALGERIA,AFRICA,10-816-274-7331,BUILDING,1858,Supplier#000001858,AEnbuT,MOROCCO  8,MOROCCO,AFRICA,25-940-298-3762,2261,misty midnight,MFGR#5,MFGR#53,MFGR#5320,cyan,PROMO POLISHED STEEL,19,SM PKG
